1825.752	 0.414	-8.633	 0.089	0.094
1828.800	 0.367	-8.662	 0.075	0.082
2743.200	 0.340	-6.124	 0.059	0.067
2740.152	 0.282	-6.421	 0.055	0.060
2767.584	 0.223	-5.995	 0.051	0.056
2761.488	 0.204	-6.586	 0.051	0.057
